,Date,LastTradePrice,Max,Min,AvgPrice,%chg,Volume,TurnoverBestMKD,TotalTurnoverMKD
0,28/11/2024,"840,00",,,"840,00","0,00",0,0,0
1,27/11/2024,"840,00",,,"840,00","0,00",0,0,0
2,26/11/2024,"840,00",,,"840,00","0,00",0,0,0
3,25/11/2024,"840,00",,,"840,00","0,00",0,0,0
4,22/11/2024,"840,00",,,"840,00","0,00",0,0,0
5,21/11/2024,"840,00",,,"840,00","0,00",0,0,0
6,20/11/2024,"840,00",,,"840,00","0,00",0,0,0
7,19/11/2024,"840,00",,,"840,00","0,00",0,0,0
8,18/11/2024,"840,00",,,"840,00","0,00",0,0,0
9,15/11/2024,"840,00",,,"840,00","0,00",0,0,0
10,14/11/2024,"840,00",,,"840,00","0,00",0,0,0
11,13/11/2024,"840,00",,,"840,00","0,00",0,0,0
12,12/11/2024,"840,00",,,"840,00","0,00",0,0,0
13,11/11/2024,"840,00",,,"840,00","0,00",0,0,0
14,08/11/2024,"840,00",,,"840,00","0,00",0,0,0
15,07/11/2024,"840,00",,,"840,00","0,00",0,0,0
16,06/11/2024,"840,00",,,"840,00","0,00",0,0,0
17,05/11/2024,"840,00",,,"840,00","0,00",0,0,0
18,04/11/2024,"840,00",,,"840,00","0,00",0,0,0
19,01/11/2024,"840,00",,,"840,00","0,00",0,0,0
20,31/10/2024,"840,00",,,"840,00","0,00",0,0,0
21,30/10/2024,"840,00",,,"840,00","0,00",0,0,0
22,29/10/2024,"840,00",,,"840,00","0,00",0,0,0
23,28/10/2024,"840,00",,,"840,00","0,00",0,0,0
24,25/10/2024,"840,00",,,"840,00","0,00",0,0,0
25,24/10/2024,"840,00",,,"840,00","0,00",0,0,0
26,22/10/2024,"840,00",,,"840,00","0,00",0,0,0
27,21/10/2024,"840,00",,,"840,00","0,00",0,0,0
28,18/10/2024,"840,00",,,"840,00","0,00",0,0,0
29,17/10/2024,"840,00",,,"840,00","0,00",0,0,0
30,16/10/2024,"840,00",,,"840,00","0,00",0,0,0
31,15/10/2024,"840,00",,,"840,00","0,00",0,0,0
32,14/10/2024,"840,00",,,"840,00","0,00",0,0,0
33,10/10/2024,"840,00",,,"840,00","0,00",0,0,0
34,09/10/2024,"840,00",,,"840,00","0,00",0,0,0
35,08/10/2024,"840,00",,,"840,00","0,00",0,0,0
36,07/10/2024,"840,00",,,"840,00","0,00",0,0,0
37,04/10/2024,"840,00",,,"840,00","0,00",0,0,0
38,03/10/2024,"840,00",,,"840,00","0,00",0,0,0
39,02/10/2024,"840,00",,,"840,00","0,00",0,0,0
40,01/10/2024,"840,00",,,"840,00","0,00",0,0,0
41,30/09/2024,"840,00",,,"840,00","0,00",0,0,0
42,27/09/2024,"840,00",,,"840,00","0,00",0,0,0
43,26/09/2024,"840,00",,,"840,00","0,00",0,0,0
44,25/09/2024,"840,00",,,"840,00","0,00",0,0,0
45,24/09/2024,"840,00",,,"840,00","0,00",0,0,0
46,23/09/2024,"840,00",,,"840,00","0,00",0,0,0
47,20/09/2024,"840,00",,,"840,00","0,00",0,0,0
48,19/09/2024,"840,00",,,"840,00","0,00",0,0,0
49,18/09/2024,"840,00",,,"840,00","0,00",0,0,0
50,17/09/2024,"840,00",,,"840,00","0,00",0,0,0
51,16/09/2024,"840,00",,,"840,00","0,00",0,0,0
52,13/09/2024,"840,00",,,"840,00","0,00",0,0,0
53,12/09/2024,"840,00",,,"840,00","0,00",0,0,0
54,11/09/2024,"840,00",,,"840,00","0,00",0,0,0
55,10/09/2024,"840,00",,,"840,00","0,00",0,0,0
56,06/09/2024,"840,00",,,"840,00","0,00",0,0,0
57,05/09/2024,"840,00",,,"840,00","0,00",0,0,0
58,04/09/2024,"840,00",,,"840,00","0,00",0,0,0
59,03/09/2024,"840,00",,,"840,00","0,00",0,0,0
60,02/09/2024,"840,00",,,"840,00","0,00",0,0,0
61,30/08/2024,"840,00",,,"840,00","0,00",0,0,0
62,29/08/2024,"840,00",,,"840,00","0,00",0,0,0
63,27/08/2024,"840,00",,,"840,00","0,00",0,0,0
64,26/08/2024,"840,00",,,"840,00","0,00",0,0,0
65,23/08/2024,"840,00",,,"840,00","0,00",0,0,0
66,22/08/2024,"840,00",,,"840,00","0,00",0,0,0
67,21/08/2024,"840,00",,,"840,00","0,00",0,0,0
68,20/08/2024,"840,00",,,"840,00","0,00",0,0,0
69,19/08/2024,"840,00",,,"840,00","0,00",0,0,0
70,16/08/2024,"840,00",,,"840,00","0,00",0,0,0
71,15/08/2024,"840,00",,,"840,00","0,00",0,0,0
72,14/08/2024,"840,00",,,"840,00","0,00",0,0,0
73,13/08/2024,"840,00",,,"840,00","0,00",0,0,0
74,12/08/2024,"840,00",,,"840,00","0,00",0,0,0
75,08/11/2024,"840,00",,,"840,00","0,00",0,0.0,0.0
76,07/11/2024,"840,00",,,"840,00","0,00",0,0.0,0.0
77,06/11/2024,"840,00",,,"840,00","0,00",0,0.0,0.0
78,05/11/2024,"840,00",,,"840,00","0,00",0,0.0,0.0
79,04/11/2024,"840,00",,,"840,00","0,00",0,0.0,0.0
80,01/11/2024,"840,00",,,"840,00","0,00",0,0.0,0.0
81,31/10/2024,"840,00",,,"840,00","0,00",0,0.0,0.0
82,30/10/2024,"840,00",,,"840,00","0,00",0,0.0,0.0
83,29/10/2024,"840,00",,,"840,00","0,00",0,0.0,0.0
84,28/10/2024,"840,00",,,"840,00","0,00",0,0.0,0.0
85,25/10/2024,"840,00",,,"840,00","0,00",0,0.0,0.0
86,24/10/2024,"840,00",,,"840,00","0,00",0,0.0,0.0
87,22/10/2024,"840,00",,,"840,00","0,00",0,0.0,0.0
88,21/10/2024,"840,00",,,"840,00","0,00",0,0.0,0.0
89,18/10/2024,"840,00",,,"840,00","0,00",0,0.0,0.0
90,17/10/2024,"840,00",,,"840,00","0,00",0,0.0,0.0
91,16/10/2024,"840,00",,,"840,00","0,00",0,0.0,0.0
92,15/10/2024,"840,00",,,"840,00","0,00",0,0.0,0.0
